rgiid,period,area,dmdtda,err_dmdtda,reg,is_cor,RGIId,Area,Zmin,Zmax,Zmed,Slope,Aspect,Lmax,CenLon,CenLat,northness,eastness,t_jja,p_annual,srad_jja,z_era5,t_jja_corr,apdd,apdd_2022,apdd_anom_2022
RGI60-11.03049,2000-01-01_2020-01-01,131000.0,-0.8915,0.343,11,False,RGI60-11.03049,0.131,2821,3012,2932,20.4,69,611,6.97359,45.6538,0.3583679495453004,0.9335804264972016,10.670961,1319.300889968872,20793874.0,2095.3723,5.232881423950196,661.5126717601213,956.1397465309943,294.62707477087304
RGI60-11.03050,2000-01-01_2020-01-01,23000.0,-0.1729,0.3122,11,False,RGI60-11.03050,0.023,2935,3016,2998,16.5,58,266,6.97336,45.6508,0.5299192642332049,0.8480480961564261,10.670961,1319.300889968872,20793874.0,2095.3723,4.803881423950196,608.0302074332116,892.5998401576779,284.5696327244664
RGI60-11.03051,2000-01-01_2020-01-01,89000.0,-1.2123,0.5634,11,False,RGI60-11.03051,0.089,2996,3289,3135,38.7,113,388,7.02622,45.6377,-0.3907311284892738,0.9205048534524404,10.670961,1319.300889968872,20793874.0,2095.3723,3.913381423950196,505.2219369829443,767.8694417174486,262.64750473450425
RGI60-11.03052,2000-01-01_2020-01-01,361000.0,-0.7641,0.2689,11,False,RGI60-11.03052,0.361,3039,3411,3226,30.6,119,542,7.021,45.6319,-0.484809620246337,0.8746197071393959,10.670961,1319.300889968872,20793874.0,2095.3723,3.321881423950196,443.0826137461492,690.5136918891321,247.43107814298293
RGI60-11.03053,2000-01-01_2020-01-01,203000.0,-0.9269,0.3205,11,False,RGI60-11.03053,0.203,2983,3214,3071,21.5,1,717,7.10606,45.6341,0.9998476951563912,0.0174524064372835,10.670961,1319.300889968872,20793874.0,2095.3723,4.329381423950196,551.8664416151671,824.9173600231915,273.05091840802436
RGI60-11.03054,2000-01-01_2020-01-01,92000.0,-0.8524,0.4161,11,False,RGI60-11.03054,0.092,2901,3069,2973,24.1,84,434,7.02586,45.6286,0.1045284632676534,0.9945218953682732,10.670961,1319.300889968872,20793874.0,2095.3723,4.966381423950196,627.9872978524916,916.4084378809556,288.42114002846404
RGI60-11.03055,2000-01-01_2020-01-01,39000.0,-0.9072,0.6547,11,False,RGI60-11.03055,0.039,2908,3129,3045,36.4,321,316,6.98694,45.628,0.7771459614569706,-0.6293203910498378,10.670961,1319.300889968872,20793874.0,2095.3723,4.498381423950196,571.5088413182981,848.7070480720873,277.19820675378924
RGI60-11.03056,2000-01-01_2020-01-01,36000.0,-0.3294,0.4328,11,False,RGI60-11.03056,0.036,3022,3172,3095,44.4,165,175,7.0013,45.6287,-0.9659258262890682,0.258819045102521,10.670961,1319.300889968872,20793874.0,2095.3723,4.173381423950196,534.0902339794626,803.2713362665706,269.18110228710805
RGI60-11.03057,2000-01-01_2020-01-01,35000.0,-0.7703,0.5794,11,False,RGI60-11.03057,0.035,2910,3041,2973,35.4,324,177,6.98205,45.6265,0.8090169943749473,-0.5877852522924734,10.670961,1319.300889968872,20793874.0,2095.3723,4.966381423950196,627.9872978524916,916.4084378809556,288.42114002846404
RGI60-11.03058,2000-01-01_2020-01-01,11000.0,-0.9516,1.0083,11,False,RGI60-11.03058,0.011,3114,3158,3140,28.2,205,112,6.98939,45.6264,-0.90630778703665,-0.4226182617406993,10.670961,1319.300889968872,20793874.0,2095.3723,3.8808814239501954,501.6801259529155,763.5038768214175,261.82375086850203
RGI60-11.03059,2000-01-01_2020-01-01,55000.0,-0.3973,0.3369,11,False,RGI60-11.03059,0.055,2828,3010,2894,34.1,150,251,6.99825,45.6254,-0.8660254037844387,0.4999999999999999,10.670961,1319.300889968872,20793874.0,2095.3723,5.479881423950196,693.4651257101804,993.7153089323341,300.25018322215374
RGI60-11.03060,2000-01-01_2020-01-01,42000.0,-0.6712,0.485,11,False,RGI60-11.03060,0.042,2684,2854,2755,33.5,155,316,7.00284,45.6253,-0.90630778703665,0.4226182617406995,10.670961,1319.300889968872,20793874.0,2095.3723,6.383381423950196,817.5059119096102,1137.1709984304314,319.6650865208212
RGI60-11.03061,2000-01-01_2020-01-01,58000.0,-0.7137,0.5736,11,False,RGI60-11.03061,0.058,2655,2854,2739,19.0,111,687,6.98877,45.6208,-0.3583679495453002,0.9335804264972016,10.492186,1610.4074478149414,21000814.0,2173.2625,6.814891525268555,872.1748830950855,1157.8908509869586,285.7159678918731
RGI60-11.03062,2000-01-01_2020-01-01,259000.0,-0.7306,0.2377,11,False,RGI60-11.03062,0.259,3003,3217,3113,18.2,317,680,7.46778,45.6227,0.7313537016191707,-0.6819983600624983,14.908519,1909.1610431671145,20673374.0,1497.3016,4.406479423522949,552.483921759,774.6784101586057,222.1944883996057
RGI60-11.03063,2000-01-01_2020-01-01,28000.0,-0.2137,0.4914,11,False,RGI60-11.03063,0.028,2992,3125,3046,30.5,28,251,7.47984,45.6236,0.882947592858927,0.4694715627858908,14.908519,1909.1610431671145,20673374.0,1497.3016,4.84197942352295,604.6836802225163,836.8376112212899,232.1539309987736
RGI60-11.03064,2000-01-01_2020-01-01,59000.0,-0.3676,0.3293,11,False,RGI60-11.03064,0.059,2981,3083,3027,21.8,339,270,7.10059,45.6165,0.9335804264972016,-0.3583679495453007,10.492186,1610.4074478149414,21000814.0,2173.2625,4.942891525268555,617.7541283073776,864.0953486404976,246.34122033311996
RGI60-11.03065,2000-01-01_2020-01-01,12000.0,-0.5963718926974675,0.4007490312965724,11,True,RGI60-11.03065,0.012,2987,3022,3000,16.6,328,112,7.41543,45.62,0.8480480961564258,-0.529919264233205,14.908519,1909.1610431671145,20673374.0,1497.3016,5.14097942352295,642.0903142371617,880.9765580159591,238.8862437787974
RGI60-11.03066,2000-01-01_2020-01-01,2102000.0,-0.6011,0.1551,11,False,RGI60-11.03066,2.102,2882,3665,3332,18.2,28,3168,7.27338,45.5964,0.882947592858927,0.4694715627858908,10.5735655,1543.3520317077637,20988382.0,2211.1018,3.2877272262573243,428.9985806363508,621.0597997549424,192.06121911859168
RGI60-11.03067,2000-01-01_2020-01-01,473000.0,-0.3381,0.1775,11,False,RGI60-11.03067,0.473,2899,3458,3216,27.0,355,925,7.26398,45.6035,0.9961946980917455,-0.0871557427476583,10.5735655,1543.3520317077637,20988382.0,2211.1018,4.041727226257325,507.5574812958024,716.9919168947727,209.43443559897025
RGI60-11.03068,2000-01-01_2020-01-01,135000.0,-0.5305,0.3053,11,False,RGI60-11.03068,0.135,3080,3447,3322,28.9,353,635,7.24746,45.5991,0.992546151641322,-0.1218693434051472,10.5735655,1543.3520317077637,20988382.0,2211.1018,3.3527272262573247,435.4621339449808,629.0319651257205,193.56983118073975
RGI60-11.03069,2000-01-01_2020-01-01,14000.0,-0.5963718926974675,0.4007490312965724,11,True,RGI60-11.03069,0.014,3677,3824,3759,46.7,322,125,7.255,45.5972,0.788010753606722,-0.6156614753256582,10.5735655,1543.3520317077637,20988382.0,2211.1018,0.5122272262573251,206.64306627176947,334.4289154525935,127.78584918082404
RGI60-11.03070,2000-01-01_2020-01-01,35000.0,-1.2763,0.8468,11,False,RGI60-11.03070,0.035,2742,2862,2793,32.7,38,190,6.98187,45.5911,0.7880107536067219,0.6156614753256583,10.492186,1610.4074478149414,21000814.0,2173.2625,6.463891525268555,820.8362381535284,1099.7219881695573,278.88575001602896
RGI60-11.03071,2000-01-01_2020-01-01,299000.0,-0.9008,0.296,11,False,RGI60-11.03071,0.299,2801,3171,2975,23.6,59,878,6.98362,45.5868,0.5150380749100542,0.8571673007021123,10.492186,1610.4074478149414,21000814.0,2173.2625,5.280891525268555,660.1414236288066,914.0791981718376,253.93777454303097
RGI60-11.03072,2000-01-01_2020-01-01,18000.0,-0.5963718926974675,0.4007490312965724,11,True,RGI60-11.03072,0.018,3024,3135,3085,39.2,51,135,6.98375,45.5837,0.6293203910498375,0.7771459614569709,10.492186,1610.4074478149414,21000814.0,2173.2625,4.565891525268555,572.3404923316942,810.0078279041912,237.667335572497
RGI60-11.03073,2000-01-01_2020-01-01,86000.0,-0.7159,0.3705,11,False,RGI60-11.03073,0.086,2984,3168,3091,28.5,30,340,6.99573,45.5776,0.8660254037844387,0.4999999999999999,10.492186,1610.4074478149414,21000814.0,2173.2625,4.526891525268555,567.755090701153,804.5141489778873,236.75905827673432
RGI60-11.03074,2000-01-01_2020-01-01,81000.0,-0.9338,0.4307,11,False,RGI60-11.03074,0.081,2869,3055,2971,23.7,345,435,7.08177,45.5777,0.9659258262890684,-0.2588190451025207,10.492186,1610.4074478149414,21000814.0,2173.2625,5.306891525268555,663.4672382457478,917.9816817972367,254.51444355148885
RGI60-11.03075,2000-01-01_2020-01-01,27000.0,-1.2182,0.9214,11,False,RGI60-11.03075,0.027,3070,3188,3150,30.8,25,152,7.08038,45.5753,0.90630778703665,0.4226182617406994,10.492186,1610.4074478149414,21000814.0,2173.2625,4.143391525268555,523.7925602350191,751.5223134911848,227.72975325616574
RGI60-11.03076,2000-01-01_2020-01-01,36000.0,-0.2739,0.2732,11,False,RGI60-11.03076,0.036,2987,3026,2996,10.2,194,202,7.00227,45.5729,-0.9702957262759964,-0.2419218955996675,10.492186,1610.4074478149414,21000814.0,2173.2625,5.144391525268555,642.833696195557,893.7255557910402,250.8918595954832
RGI60-11.03077,2000-01-01_2020-01-01,591000.0,-1.0111,0.2348,11,False,RGI60-11.03077,0.591,2703,3163,2928,22.3,26,1400,7.09038,45.5688,0.898794046299167,0.4383711467890774,10.492186,1610.4074478149414,21000814.0,2173.2625,5.586391525268555,699.8067457257226,960.4462070648831,260.63946133916045
RGI60-11.03078,2000-01-01_2020-01-01,57000.0,-0.4309,0.3358,11,False,RGI60-11.03078,0.057,2795,2897,2840,21.3,10,270,7.52377,45.5789,0.984807753012208,0.1736481776669303,14.908519,1909.1610431671145,20673374.0,1497.3016,6.180979423522949,782.0785643883374,1043.5664661189346,261.4879017305972
RGI60-11.03079,2000-01-01_2020-01-01,49000.0,-0.6129,0.3714,11,False,RGI60-11.03079,0.049,2988,3085,3026,19.6,296,236,7.07962,45.571,0.4383711467890774,-0.898794046299167,10.492186,1610.4074478149414,21000814.0,2173.2625,4.949391525268555,618.5543882106841,865.0433759395711,246.48898772888697
RGI60-11.03080,2000-01-01_2020-01-01,159000.0,-0.9626,0.355,11,False,RGI60-11.03080,0.159,2917,3203,3037,26.3,295,633,7.07821,45.5672,0.4226182617406996,-0.9063077870366498,10.492186,1610.4074478149414,21000814.0,2173.2625,4.877891525268555,609.7836799424092,854.6437719680414,244.86009202563218
RGI60-11.03081,2000-01-01_2020-01-01,1836000.0,-0.7445,0.1829,11,False,RGI60-11.03081,1.836,2602,3518,3004,24.9,327,1967,7.06603,45.5595,0.838670567945424,-0.544639035015027,10.492186,1610.4074478149414,21000814.0,2173.2625,5.092391525268555,636.3078646400163,886.0314310003769,249.72356636036056
RGI60-11.03082,2000-01-01_2020-01-01,85000.0,-0.7611,0.4505,11,False,RGI60-11.03082,0.085,3059,3246,3129,21.5,24,479,7.28118,45.5678,0.9135454576426008,0.4067366430758002,10.5735655,1543.3520317077637,20988382.0,2211.1018,4.607227226257325,571.6129152513847,793.8204960618453,222.20758081046063
RGI60-11.03083,2000-01-01_2020-01-01,199000.0,-0.7204,0.297,11,False,RGI60-11.03083,0.199,3015,3313,3117,22.0,19,719,7.28735,45.5636,0.9455185755993168,0.3255681544571567,10.5735655,1543.3520317077637,20988382.0,2211.1018,4.685227226257324,580.7925360135912,804.7388629440971,223.94632693050596
RGI60-11.03084,2000-01-01_2020-01-01,516000.0,-0.6356,0.1816,11,False,RGI60-11.03084,0.516,3128,3454,3286,19.9,292,905,7.27894,45.5592,0.3746065934159119,-0.9271838545667874,10.5735655,1543.3520317077637,20988382.0,2211.1018,3.5867272262573247,459.2133777281039,658.1996281965861,198.98625046848218
RGI60-11.03085,2000-01-01_2020-01-01,18000.0,-0.7371,0.8066,11,False,RGI60-11.03085,0.018,2706,2827,2756,35.8,112,177,7.0879,45.5586,-0.374606593415912,0.9271838545667874,10.492186,1610.4074478149414,21000814.0,2173.2625,6.704391525268555,855.8332419780261,1139.429896735938,283.5966547579119
RGI60-11.03086,2000-01-01_2020-01-01,373000.0,-0.4434,0.1807,11,False,RGI60-11.03086,0.373,3180,3486,3322,23.8,61,684,7.28973,45.5575,0.4848096202463371,0.8746197071393957,10.5735655,1543.3520317077637,20988382.0,2211.1018,3.3527272262573247,435.4621339449808,629.0319651257205,193.56983118073975
RGI60-11.03087,2000-01-01_2020-01-01,234000.0,-0.4375,0.2207,11,False,RGI60-11.03087,0.234,2949,3359,3147,28.3,19,849,6.99419,45.5514,0.9455185755993168,0.3255681544571567,10.492186,1610.4074478149414,21000814.0,2173.2625,4.162891525268555,525.9785020424674,754.1714035363846,228.19290149391713
RGI60-11.03088,2000-01-01_2020-01-01,13000.0,-0.5963718926974675,0.4007490312965724,11,True,RGI60-11.03088,0.013,3232,3326,3276,37.5,163,146,7.07445,45.5533,-0.9563047559630355,0.2923717047227366,10.492186,1610.4074478149414,21000814.0,2173.2625,3.324391525268555,436.7781736852896,644.7393574172786,207.96118373198902
RGI60-11.03089,2000-01-01_2020-01-01,113000.0,-1.1052,0.52,11,False,RGI60-11.03089,0.113,2732,2933,2816,26.0,71,406,7.00227,45.5492,0.3255681544571567,0.9455185755993168,10.492186,1610.4074478149414,21000814.0,2173.2625,6.3143915252685545,799.475963437481,1075.3673333580452,275.8913699205642
RGI60-11.03090,2000-01-01_2020-01-01,526000.0,-0.6368,0.1987,11,False,RGI60-11.03090,0.526,2895,3354,3138,20.5,346,1333,7.26548,45.5488,0.9702957262759964,-0.2419218955996678,10.5735655,1543.3520317077637,20988382.0,2211.1018,4.548727226257324,564.782901969797,785.6824092653964,220.8995072955994
RGI60-11.03091,2000-01-01_2020-01-01,198000.0,-0.8471,0.3061,11,False,RGI60-11.03091,0.198,2982,3295,3131,22.9,335,806,7.27377,45.5521,0.90630778703665,-0.4226182617406992,10.5735655,1543.3520317077637,20988382.0,2211.1018,4.594227226257325,570.0910812433606,792.0082717539376,221.91719051057703
RGI60-11.03092,2000-01-01_2020-01-01,223000.0,-0.5865,0.2354,11,False,RGI60-11.03092,0.223,2986,3317,3145,22.7,333,763,7.35909,45.5525,0.8910065241883678,-0.4539904997395469,10.5735655,1543.3520317077637,20988382.0,2211.1018,4.503227226257325,559.5031054593362,779.3829174943355,219.8798120349993
RGI60-11.03093,2000-01-01_2020-01-01,11000.0,-0.2465,0.5211,11,False,RGI60-11.03093,0.011,2721,2775,2741,24.6,320,106,7.4346,45.5529,0.7660444431189778,-0.6427876096865396,14.908519,1909.1610431671145,20673374.0,1497.3016,6.82447942352295,876.3184333759713,1151.0470493308487,274.72861595487745
RGI60-11.03094,2000-01-01_2020-01-01,17000.0,-0.5253,0.6251,11,False,RGI60-11.03094,0.017,3219,3354,3282,32.9,63,202,7.27819,45.5485,0.4539904997395468,0.8910065241883678,10.5735655,1543.3520317077637,20988382.0,2211.1018,3.612727226257325,461.8990196435008,661.4855163015724,199.58649665807155
RGI60-11.03095,2000-01-01_2020-01-01,30000.0,-0.3547,0.4487,11,False,RGI60-11.03095,0.03,2863,2965,2897,30.0,326,146,7.41252,45.5504,0.8290375725550418,-0.5591929034707466,14.908519,1909.1610431671145,20673374.0,1497.3016,5.810479423522949,730.4550741160895,984.0496041365082,253.5945300204187
RGI60-11.03096,2000-01-01_2020-01-01,17000.0,-0.5611,0.6175,11,False,RGI60-11.03096,0.017,3209,3300,3243,27.7,290,202,7.35755,45.5485,0.342020143325669,-0.9396926207859084,10.5735655,1543.3520317077637,20988382.0,2211.1018,3.866227226257324,488.5724800657957,693.9919940253225,205.41951395952674
RGI60-11.03097,2000-01-01_2020-01-01,180000.0,-0.8588,0.3401,11,False,RGI60-11.03097,0.18,2864,3160,3011,21.7,316,719,7.41139,45.5474,0.7193398003386509,-0.6946583704589976,14.908519,1909.1610431671145,20673374.0,1497.3016,5.069479423522949,633.0293654962945,870.3141889667073,237.2848234704128
RGI60-11.03098,2000-01-01_2020-01-01,42000.0,-0.2314,0.236,11,False,RGI60-11.03098,0.042,3341,3377,3364,12.3,145,202,7.06763,45.5433,-0.8191520442889919,0.5735764363510459,10.492186,1610.4074478149414,21000814.0,2173.2625,2.752391525268555,381.56462543712433,575.4506940891387,193.88606865201433
RGI60-11.03099,2000-01-01_2020-01-01,117000.0,-0.6465,0.3074,11,False,RGI60-11.03099,0.117,2975,3190,3095,24.2,319,464,7.05765,45.5399,0.7547095802227719,-0.6560590289905074,10.492186,1610.4074478149414,21000814.0,2173.2625,4.500891525268555,564.7099003256997,800.8623645132164,236.15246418751678
RGI60-11.03100,2000-01-01_2020-01-01,399000.0,-0.485,0.2123,11,False,RGI60-11.03100,0.399,2964,3501,3254,24.5,310,1159,7.35351,45.5414,0.6427876096865393,-0.7660444431189781,10.5735655,1543.3520317077637,20988382.0,2211.1018,3.794727226257325,480.9595043144006,684.7375820445183,203.77807773011767
RGI60-11.03101,2000-01-01_2020-01-01,1179000.0,-0.3636,0.1513,11,False,RGI60-11.03101,1.179,3013,3743,3488,17.7,67,2227,7.27904,45.5398,0.3907311284892737,0.9205048534524404,10.5735655,1543.3520317077637,20988382.0,2211.1018,2.273727226257325,335.6949525653286,504.1011603040114,168.40620773868278
RGI60-11.03102,2000-01-01_2020-01-01,640000.0,-0.7374,0.2009,11,False,RGI60-11.03102,0.64,2799,3548,3236,31.5,44,1287,6.9972,45.5334,0.7193398003386512,0.6946583704589973,10.492186,1610.4074478149414,21000814.0,2173.2625,3.584391525268555,463.3862206698018,677.6826727216106,214.29645205180884
RGI60-11.03103,2000-01-01_2020-01-01,1111000.0,-0.5788,0.1789,11,False,RGI60-11.03103,1.111,3052,3762,3255,23.6,293,1170,7.26227,45.5364,0.3907311284892735,-0.9205048534524404,10.5735655,1543.3520317077637,20988382.0,2211.1018,3.788227226257325,480.2709094114728,683.8996115680296,203.6287021565568
RGI60-11.03104,2000-01-01_2020-01-01,22000.0,0.0151,0.2142,11,False,RGI60-11.03104,0.022,3236,3267,3248,13.5,178,135,7.06677,45.5389,-0.9993908270190958,0.0348994967025011,10.492186,1610.4074478149414,21000814.0,2173.2625,3.5063915252685547,455.3045748642343,667.705469796062,212.40089493182768
RGI60-11.03105,2000-01-01_2020-01-01,13000.0,-0.5963718926974675,0.4007490312965724,11,True,RGI60-11.03105,0.013,3200,3239,3223,16.3,193,125,7.06999,45.5378,-0.9743700647852352,-0.2249510543438649,10.492186,1610.4074478149414,21000814.0,2173.2625,3.668891525268555,472.2373169223962,688.5820187951276,216.34470187273143
RGI60-11.03106,2000-01-01_2020-01-01,14000.0,-0.5963718926974675,0.4007490312965724,11,True,RGI60-11.03106,0.014,3299,3446,3348,33.9,319,224,7.35716,45.5416,0.7547095802227719,-0.6560590289905074,10.5735655,1543.3520317077637,20988382.0,2211.1018,3.183727226257324,418.778064343084,608.4223799431836,189.64431560009967
RGI60-11.03107,2000-01-01_2020-01-01,547000.0,-0.6386,0.2513,11,False,RGI60-11.03107,0.547,2744,3231,2988,29.4,343,907,7.40325,45.5376,0.9563047559630352,-0.2923717047227371,14.908519,1909.1610431671145,20673374.0,1497.3016,5.218979423522949,652.0579474575554,892.684851158022,240.62690370046653
RGI60-11.03108,2000-01-01_2020-01-01,330000.0,-0.4489,0.2236,11,False,RGI60-11.03108,0.33,3014,3335,3192,22.4,355,784,7.15523,45.5317,0.9961946980917455,-0.0871557427476583,10.5735655,1543.3520317077637,20988382.0,2211.1018,4.197727226257324,524.7890067326514,737.7737981681884,212.98479143553698
RGI60-11.03109,2000-01-01_2020-01-01,13000.0,-0.3994,0.4508,11,False,RGI60-11.03109,0.013,2743,2775,2755,15.4,352,106,7.40222,45.541,0.9902680687415704,-0.1391731009600658,14.908519,1909.1610431671145,20673374.0,1497.3016,6.733479423522949,862.6401712098832,1135.5343009828227,272.89412977293955
RGI60-11.03110,2000-01-01_2020-01-01,5319000.0,-0.3241,0.1295,11,False,RGI60-11.03110,5.319,2728,3928,3440,20.3,51,3354,7.28505,45.5249,0.6293203910498375,0.7771459614569709,10.5735655,1543.3520317077637,20988382.0,2211.1018,2.5857272262573243,362.9002670694997,538.5967634749398,175.69649640544014
RGI60-11.03111,2000-01-01_2020-01-01,2919000.0,-0.4462,0.1447,11,False,RGI60-11.03111,2.919,2630,3566,3199,23.0,316,2047,7.34311,45.5289,0.7193398003386509,-0.6946583704589976,10.5735655,1543.3520317077637,20988382.0,2211.1018,4.152227226257325,519.7285579335087,731.6797417984927,211.95118386498405
RGI60-11.03112,2000-01-01_2020-01-01,23000.0,-0.0316,0.2776,11,False,RGI60-11.03112,0.023,3459,3527,3498,22.7,227,230,6.9907,45.529,-0.6819983600624986,-0.7313537016191705,10.492186,1610.4074478149414,21000814.0,2173.2625,1.881391525268555,306.2206671338265,478.49279590881747,172.27212877499096
RGI60-11.03113,2000-01-01_2020-01-01,25000.0,-0.1106,0.3261,11,False,RGI60-11.03113,0.025,3090,3179,3154,20.9,38,202,7.40788,45.5355,0.7880107536067219,0.6156614753256583,14.908519,1909.1610431671145,20673374.0,1497.3016,4.13997942352295,521.8802456579717,737.9020870870347,216.021841429063
RGI60-11.03114,2000-01-01_2020-01-01,2008000.0,-0.2891,0.1455,11,False,RGI60-11.03114,2.008,2732,3981,3343,26.1,308,3059,7.25634,45.5228,0.6156614753256585,-0.7880107536067218,10.5735655,1543.3520317077637,20988382.0,2211.1018,3.216227226257325,421.95595786369785,612.3559449252019,190.39998706150408
RGI60-11.03115,2000-01-01_2020-01-01,66000.0,-0.6181,0.3849,11,False,RGI60-11.03115,0.066,3007,3190,3096,30.7,53,320,7.00516,45.526,0.6018150231520484,0.7986355100472928,10.492186,1610.4074478149414,21000814.0,2173.2625,4.494391525268555,563.9500710965453,799.9507536439675,236.00068254742212
RGI60-11.03116,2000-01-01_2020-01-01,452000.0,-0.7297,0.2653,11,False,RGI60-11.03116,0.452,2886,3417,3231,31.6,324,743,7.05025,45.5226,0.8090169943749473,-0.5877852522924734,10.492186,1610.4074478149414,21000814.0,2173.2625,3.6168915252685534,466.7786760766054,681.8635814891454,215.08490541254002
RGI60-11.03117,2000-01-01_2020-01-01,202000.0,-0.8119,0.2868,11,False,RGI60-11.03117,0.202,3092,3315,3168,22.1,69,584,7.05956,45.5253,0.3583679495453004,0.9335804264972016,10.492186,1610.4074478149414,21000814.0,2173.2625,4.026391525268555,510.7882975456026,735.730809928584,224.94251238298142
RGI60-11.03118,2000-01-01_2020-01-01,782000.0,-0.8393,0.2219,11,False,RGI60-11.03118,0.782,2754,3273,2896,19.3,7,1615,7.37992,45.5241,0.992546151641322,0.1218693434051474,14.908519,1909.1610431671145,20673374.0,1497.3016,5.81697942352295,731.3440790448218,985.0786838824749,253.73460483765314
RGI60-11.03119,2000-01-01_2020-01-01,221000.0,-0.7269,0.2471,11,False,RGI60-11.03119,0.221,3124,3370,3262,19.5,60,687,7.15084,45.5244,0.5000000000000001,0.8660254037844386,10.5735655,1543.3520317077637,20988382.0,2211.1018,3.742727226257324,475.4670520122512,678.049429319169,202.58237730691786
RGI60-11.03120,2000-01-01_2020-01-01,795000.0,-0.6339,0.2347,11,False,RGI60-11.03120,0.795,2612,3350,2904,29.6,1,1194,7.31329,45.5207,0.9998476951563912,0.0174524064372835,10.5735655,1543.3520317077637,20988382.0,2211.1018,6.069727226257324,757.5202533753784,1011.0435851407099,253.52333176533148
RGI60-11.03121,2000-01-01_2020-01-01,23000.0,-0.5493,0.5832,11,False,RGI60-11.03121,0.023,3394,3455,3432,30.7,54,90,7.00321,45.5219,0.5877852522924731,0.8090169943749475,10.492186,1610.4074478149414,21000814.0,2173.2625,2.310391525268555,342.0199500500636,524.9488767408067,182.92892669074308
RGI60-11.03122,2000-01-01_2020-01-01,119000.0,-0.6978,0.3514,11,False,RGI60-11.03122,0.119,3171,3482,3301,29.7,117,582,7.36427,45.5261,-0.4539904997395467,0.8910065241883679,10.5735655,1543.3520317077637,20988382.0,2211.1018,3.4892272262573245,449.225251614816,645.9576406146444,196.73238899982846
RGI60-11.03123,2000-01-01_2020-01-01,189000.0,-0.6447,0.2723,11,False,RGI60-11.03123,0.189,2748,3064,2909,33.9,312,472,7.32295,45.5238,0.6691306063588578,-0.7431448254773946,10.5735655,1543.3520317077637,20988382.0,2211.1018,6.0372272262573246,753.0742507045348,1005.936641466918,252.86239076238314
RGI60-11.03124,2000-01-01_2020-01-01,3708000.0,-1.0892,0.1737,11,False,RGI60-11.03124,3.708,2578,3283,2947,16.5,8,3760,7.02505,45.5051,0.9902680687415704,0.1391731009600654,10.492186,1610.4074478149414,21000814.0,2173.2625,5.462891525268555,683.6174217835921,941.5675231678003,257.9501013842082
RGI60-11.03125,2000-01-01_2020-01-01,107000.0,-0.5912,0.2724,11,False,RGI60-11.03125,0.107,3062,3262,3143,23.5,272,453,7.04369,45.5178,0.0348994967025012,-0.9993908270190958,10.492186,1610.4074478149414,21000814.0,2173.2625,4.188891525268555,528.9013389184995,757.7111355463668,228.80979662786729
RGI60-11.03126,2000-01-01_2020-01-01,136000.0,-1.3716,0.4814,11,False,RGI60-11.03126,0.136,3102,3312,3203,22.8,214,588,7.36446,45.5218,-0.8290375725550417,-0.5591929034707467,10.5735655,1543.3520317077637,20988382.0,2211.1018,4.126227226257324,516.8496589710373,728.2094896982659,211.35983072722854
RGI60-11.03127,2000-01-01_2020-01-01,23000.0,-0.8016,0.6749,11,False,RGI60-11.03127,0.023,3243,3311,3272,22.5,144,125,7.05214,45.5184,-0.8090169943749473,0.5877852522924732,10.492186,1610.4074478149414,21000814.0,2173.2625,3.350391525268555,439.396452239218,647.9932334506942,208.59678121147624
RGI60-11.03128,2000-01-01_2020-01-01,16000.0,-0.0314,0.6492,11,False,RGI60-11.03128,0.016,3309,3506,3424,47.4,352,160,7.33609,45.5229,0.9902680687415704,-0.1391731009600658,10.5735655,1543.3520317077637,20988382.0,2211.1018,2.6897272262573244,372.2649925345366,550.3911304092852,178.12613787474862
RGI60-11.03129,2000-01-01_2020-01-01,38000.0,-0.3636,0.3882,11,False,RGI60-11.03129,0.038,3242,3418,3329,35.3,162,255,7.35685,45.5225,-0.9510565162951536,0.3090169943749475,10.5735655,1543.3520317077637,20988382.0,2211.1018,3.307227226257324,430.9315292732782,623.4454980129591,192.51396873968088
RGI60-11.03130,2000-01-01_2020-01-01,42000.0,-0.517,0.4415,11,False,RGI60-11.03130,0.042,2982,3108,3040,29.2,346,195,7.13703,45.5182,0.9702957262759964,-0.2419218955996678,10.5735655,1543.3520317077637,20988382.0,2211.1018,5.185727226257325,641.6739668394806,876.615729041257,234.94176220177644
RGI60-11.03131,2000-01-01_2020-01-01,15000.0,-0.2284,0.5126,11,False,RGI60-11.03131,0.015,3261,3358,3310,33.7,111,127,7.00736,45.5153,-0.3583679495453002,0.9335804264972016,10.492186,1610.4074478149414,21000814.0,2173.2625,3.103391525268555,414.9042253257855,617.4465160231214,202.5422906973359
RGI60-11.03132,2000-01-01_2020-01-01,226000.0,-0.5364,0.2264,11,False,RGI60-11.03132,0.226,3084,3518,3282,28.5,197,835,7.33543,45.5177,-0.9563047559630354,-0.2923717047227367,10.5735655,1543.3520317077637,20988382.0,2211.1018,3.612727226257325,461.8990196435008,661.4855163015724,199.58649665807155
RGI60-11.03133,2000-01-01_2020-01-01,49000.0,-0.5581,0.4121,11,False,RGI60-11.03133,0.049,3232,3413,3330,39.4,266,206,7.36785,45.5189,-0.0697564737441255,-0.9975640502598242,10.5735655,1543.3520317077637,20988382.0,2211.1018,3.300727226257324,430.28663047765815,622.6496981534242,192.36306767576605
